id,wm,iq,comp
4773,45,108,16
4774,53,95,24
4775,50,88,24
4776,52,95,19
4777,42,73,18
4778,54,105,20
4779,53,117,21
4780,50,93,19
4781,48,107,25
4782,57,93,21
4783,49,105,25
4784,52,71,19
4785,47,110,21
4786,49,114,21
4787,37,108,16
4788,45,82,18
4789,55,96,15
4790,48,98,18
4791,43,96,24
4792,42,121,21
4793,51,92,20
4794,44,103,22
4795,62,102,22
4796,56,95,23
4797,55,93,15
4798,50,92,20
4799,44,77,20
4800,51,64,19
4801,53,68,18
4802,49,114,18
4803,45,114,21
4804,58,112,18
4805,52,72,20
4806,47,104,19
4807,50,98,14
4808,53,88,21
4809,55,98,17
4810,40,128,22
4811,42,115,23
4812,52,140,19
4813,52,99,20
4814,45,111,20
4815,51,82,18
4816,41,109,19
4817,47,112,25
4818,55,108,19
4819,50,108,25
4820,53,99,15
4821,45,79,23
4822,50,56,17
4823,42,86,21
4824,50,107,20
4825,44,67,20
4826,41,91,14
4827,45,73,22
4828,59,115,20
4829,47,102,20
4830,47,114,22
4831,47,100,18
4832,46,95,21
4833,46,91,22
4834,50,111,20
4835,49,108,20
4836,53,103,23
4837,53,123,20
4838,52,112,20
4839,49,113,19
4840,51,94,22
4841,55,97,22
4842,49,115,20
4843,50,80,21
4844,41,120,16
4845,44,108,22
4846,51,109,20
4847,42,87,18
4848,49,128,17
4849,48,75,21
4850,54,112,17
4851,52,92,19
4852,47,108,21
4853,54,102,20
4854,51,74,22
4855,50,102,19
4856,55,58,21
4857,51,112,16
4858,55,81,20
4859,49,105,18
4860,53,76,21
4861,54,103,22
4862,46,97,21
4863,48,118,18
4864,42,96,17
4865,49,86,23
4866,46,87,18
4867,48,83,20
4868,46,96,18
4869,48,67,15
4870,47,104,23
4871,46,92,21
4872,47,98,19
4873,56,81,16
4874,45,117,21
4875,54,103,16
4876,45,91,21
4877,51,86,20
4878,45,72,19
4879,44,94,20
4880,52,71,23
4881,49,108,19
4882,42,105,20
4883,53,95,18
4884,47,116,16
4885,50,76,23
4886,51,81,19
4887,43,110,19
4888,46,106,19
4889,57,120,16
4890,53,86,20
4891,42,105,16
4892,48,93,17
4893,44,119,18
4894,55,100,18
4895,49,123,22
4896,48,97,20
4897,55,106,21
4898,55,100,22
4899,38,93,21
4900,53,93,15
4901,48,113,22
4902,53,105,21
4903,45,121,19
4904,53,116,22
4905,45,88,21
4906,51,98,18
4907,43,97,19
4908,50,97,22
4909,60,88,19
4910,56,140,15
4911,54,120,20
4912,44,118,16
4913,56,113,20
4914,54,96,20
4915,47,126,22
4916,48,99,17
4917,46,132,16
4918,54,94,21
4919,45,119,22
4920,48,118,17
4921,44,124,16
4922,53,86,21
4923,42,81,19
4924,43,98,20
4925,42,97,21
4926,46,113,21
4927,51,92,23
4928,43,138,23
4929,57,93,23
4930,51,88,20
4931,47,76,17
4932,50,94,20
4933,52,96,23
4934,50,97,18
4935,51,123,20
4936,50,107,20
4937,51,63,18
4938,49,104,18
4939,48,87,17
4940,42,97,21
4941,56,110,16
4942,47,83,17
4943,54,111,16
4944,47,79,22
4945,56,78,22
4946,45,106,19
4947,47,115,20
4948,49,112,18
4949,50,103,19
4950,53,91,21
4951,58,94,15
4952,54,88,18
4953,49,101,17
4954,49,131,20
4955,40,102,21
4956,52,109,22
4957,53,107,20
4958,57,116,17
4959,46,84,21
4960,43,95,19
4961,50,110,19
4962,45,130,17
4963,43,111,20
4964,45,110,19
4965,49,95,18
4966,52,88,21
4967,52,119,17
4968,54,101,17
4969,49,83,22
4970,44,117,16
4971,51,92,18
4972,51,104,20
4973,47,101,18
4974,48,84,21
4975,49,127,19
4976,51,119,18
4977,43,100,22
4978,50,99,18
4979,56,109,20
4980,41,93,22
4981,46,81,17
4982,54,111,18
4983,63,122,20
4984,47,109,18
4985,53,89,20
4986,41,106,18
4987,45,82,20
4988,50,107,17
4989,41,99,20
4990,52,92,22
4991,57,96,18
4992,41,83,19
4993,57,97,19
4994,44,120,18
4995,43,89,21
4996,44,135,17
4997,50,81,18
4998,48,108,22
4999,49,130,19
5000,48,101,18
5001,45,123,16
5002,51,92,19
5003,45,107,21
5004,48,112,19
5005,47,107,20
5006,54,69,23
5007,56,102,20
5008,47,107,16
5009,53,80,20
5010,58,112,23
5011,52,118,21
5012,52,112,21
5013,54,91,22
5014,48,78,18
5015,45,75,18
5016,53,110,20
5017,48,90,19
5018,50,96,21
5019,46,79,20
5020,38,96,20
5021,53,89,18
5022,51,107,18
5023,49,108,21
5024,42,85,22
5025,50,99,21
5026,46,93,17
5027,46,105,18
5028,54,93,20
5029,54,86,21
5030,51,93,20
5031,48,96,18
5032,50,108,19
5033,48,82,18
5034,45,67,20
5035,47,95,20
5036,51,89,21
5037,50,87,22
5038,50,127,16
5039,61,89,19
5040,39,85,19
5041,41,109,18
5042,52,101,18
5043,49,105,19
5044,51,95,21
5045,45,84,21
5046,40,100,22
5047,50,86,16
5048,52,98,24
5049,40,98,20
5050,55,102,24
5051,56,123,17
5052,48,121,18
5053,55,75,18
5054,49,101,19
5055,50,135,23
5056,53,107,21
5057,49,92,19
5058,54,108,21
5059,47,112,16
5060,43,128,23
5061,50,86,17
5062,60,103,21
5063,52,114,21
5064,51,133,19
5065,38,107,15
5066,47,100,17
5067,54,116,19
5068,48,85,20
5069,49,88,18
5070,49,89,18
5071,47,87,20
5072,40,105,18
5073,54,94,20
5074,46,116,21
5075,42,115,21
5076,46,115,20
5077,50,105,21
5078,49,81,21
5079,49,106,18
5080,53,89,20
5081,46,101,21
5082,49,88,18
5083,43,101,17
5084,51,104,22
5085,56,67,18
5086,55,84,18
5087,54,106,16
5088,54,73,21
5089,54,95,19
5090,56,87,20
5091,44,97,20
5092,65,105,20
5093,51,69,23
5094,63,93,21
5095,60,93,17
5096,55,90,20
5097,46,60,20
5098,52,139,21
5099,49,100,22
5100,49,87,18
5101,64,77,21
5102,51,93,23
5103,50,78,21
5104,50,101,17
5105,40,92,19
5106,45,122,18
5107,42,89,19
5108,53,71,18
5109,50,84,16
5110,44,80,21
5111,57,117,21
5112,54,96,21
5113,52,98,20
5114,53,102,20
5115,44,74,22
5116,48,116,20
5117,52,81,21
5118,44,130,15
5119,63,59,20
5120,56,106,19
5121,55,70,20
5122,50,109,18
5123,42,81,17
5124,55,86,20
5125,57,98,20
5126,51,98,20
5127,47,103,19
5128,52,78,19
5129,52,99,16
5130,46,125,21
5131,46,96,19
5132,51,94,17
5133,54,120,19
5134,61,104,19
5135,44,65,19
5136,47,107,17
5137,56,96,18
5138,50,112,20
5139,53,101,18
5140,45,83,20
5141,48,98,20
5142,51,121,19
5143,45,91,22
5144,56,98,17
5145,43,111,20
5146,54,132,21
5147,50,87,21
5148,43,121,19
5149,58,115,17
5150,50,74,18
5151,48,116,19
5152,52,122,20
5153,49,80,24
5154,48,103,19
5155,46,114,20
5156,52,123,20
5157,44,66,22
5158,50,125,17
5159,49,111,24
5160,48,75,20
5161,53,84,21
5162,52,92,22
5163,48,83,20
5164,52,112,23
5165,41,85,22
5166,45,81,21
5167,50,131,19
5168,57,98,20
5169,44,75,17
5170,41,108,18
5171,50,98,17
5172,50,86,20
5173,42,111,17
5174,50,93,17
5175,48,102,19
5176,50,93,22
5177,44,109,21
5178,47,101,18
5179,46,80,21
5180,55,93,20
5181,47,90,19
5182,48,67,21
5183,40,88,19
5184,50,95,18
5185,46,118,21
5186,54,118,22
5187,54,94,16
5188,48,118,18
5189,42,103,19
5190,48,84,21
5191,49,111,22
5192,45,107,16
5193,46,83,19
5194,52,118,16
5195,57,115,18
5196,43,83,17
5197,47,84,17
5198,38,104,19
5199,53,91,17
5200,53,100,23
5201,54,111,21
5202,50,108,20
5203,47,89,22
5204,39,70,21
5205,53,105,16
5206,56,110,20
5207,53,83,21
5208,46,97,18
5209,46,107,22
5210,49,134,20
5211,49,99,19
5212,52,98,24
5213,56,97,18
5214,55,121,22
5215,51,110,21
5216,44,84,18
5217,45,106,14
5218,44,93,17
5219,55,86,17
5220,41,106,20
5221,45,78,20
5222,50,117,21
5223,54,109,19
5224,51,88,18
5225,53,95,20
5226,48,91,17
5227,46,98,21
5228,41,90,19
5229,49,98,18
5230,56,101,21
5231,50,64,22
5232,57,97,19
5233,52,92,18
5234,51,94,21
5235,45,91,21
5236,50,83,21
5237,45,120,19
5238,55,93,19
5239,44,93,20
5240,46,89,24
5241,56,108,18
5242,46,71,19
5243,55,104,18
5244,49,103,20
5245,48,118,20
5246,48,88,17
5247,54,109,16
5248,42,96,20
5249,42,81,18
5250,52,89,21
5251,56,96,17
5252,60,94,21
5253,54,107,18
5254,54,102,17
5255,55,91,19
5256,46,89,20
5257,49,98,18
5258,50,70,21
5259,49,113,19
5260,57,106,22
5261,56,88,17
5262,57,113,21
5263,56,120,22
5264,55,113,21
5265,42,85,22
5266,53,106,22
5267,40,97,17
5268,50,99,19
5269,52,107,22
5270,46,75,20
5271,57,141,20
5272,51,108,21
5273,48,102,18
5274,52,121,20
5275,52,80,20
5276,56,111,21
5277,54,114,18
5278,57,97,17
5279,48,99,23
5280,45,110,18
5281,57,101,19
5282,48,97,18
5283,52,93,18
5284,53,102,20
5285,42,97,20
5286,52,97,24
5287,45,117,18
5288,45,111,20
5289,62,89,17
5290,41,112,17
5291,45,104,19
5292,41,114,17
5293,55,116,19
5294,45,94,22
5295,49,136,15
5296,52,115,20
5297,55,91,17
5298,58,69,18
5299,42,105,19
5300,50,109,23
5301,58,99,18
5302,55,89,15
5303,52,104,20
5304,52,99,18
5305,60,82,17
5306,56,78,22
5307,47,70,16
5308,49,101,19
5309,44,98,20
5310,48,96,21
5311,48,114,19
5312,43,109,19
5313,53,108,19
5314,54,102,19
5315,58,106,16
5316,54,93,16
5317,52,85,16
5318,59,75,19
5319,45,72,21
5320,52,92,19
5321,47,89,20
5322,41,81,24
5323,41,74,23
5324,49,101,25
5325,52,101,19
5326,51,128,18
5327,49,112,21
5328,50,91,19
5329,49,77,21
5330,45,116,20
5331,46,99,18
5332,51,104,20
5333,58,97,19
5334,50,83,20
5335,61,109,20
5336,45,98,21
5337,51,118,20
5338,50,91,24
5339,48,107,19
5340,54,75,20
5341,43,116,16
5342,49,105,19
5343,50,83,17
5344,54,57,21
5345,46,104,22
5346,35,68,19
5347,55,104,20
5348,54,97,18
5349,55,129,19
5350,48,92,20
5351,37,95,20
5352,51,80,20
5353,57,107,23
5354,47,79,22
5355,46,99,19
5356,49,108,15
5357,50,85,18
5358,48,113,21
5359,53,113,21
5360,56,118,16
5361,46,124,20
5362,51,133,19
5363,50,117,19
5364,44,112,20
5365,57,85,21
5366,52,108,19
5367,55,115,21
5368,47,106,23
5369,48,112,21
5370,48,98,18
5371,52,92,20
5372,51,98,21
5373,56,66,23
5374,48,90,18
5375,48,99,21
5376,46,79,19
5377,48,74,21
5378,48,86,19
5379,59,87,18
5380,44,111,17
5381,55,101,21
5382,55,72,21
5383,45,109,21
5384,46,99,18
5385,48,89,19
5386,53,107,19
5387,47,99,17
5388,44,115,19
5389,55,121,17
5390,50,109,19
5391,44,68,22
5392,54,85,20
5393,49,103,20
5394,50,142,19
5395,47,83,22
5396,54,92,22
5397,46,103,21
5398,48,104,17
5399,55,112,21
5400,57,99,18
5401,46,86,17
5402,51,115,23
5403,43,81,16
5404,47,111,22
5405,53,97,18
5406,43,93,20
5407,50,100,21
5408,50,99,21
5409,53,117,16
5410,45,82,20
5411,47,87,21
5412,55,95,20
5413,47,103,20
5414,50,89,19
5415,55,106,16
5416,47,115,20
5417,50,129,21
5418,49,106,19
5419,43,115,11
5420,48,70,22
5421,58,104,19
5422,56,102,20
5423,49,100,22
5424,41,110,21
5425,53,100,18
5426,44,140,19
5427,48,106,19
5428,45,101,17
5429,49,130,24
5430,49,93,19
5431,46,94,17
5432,52,96,17
5433,44,103,17
5434,52,117,18
5435,45,88,20
5436,51,115,17
5437,51,87,19
5438,42,86,23
5439,48,95,17
5440,44,96,22
5441,46,110,20
5442,52,103,21
5443,46,110,20
5444,52,94,17
5445,47,100,20
5446,54,104,19
5447,54,93,19
5448,57,98,22
5449,67,88,22
5450,51,104,20
5451,53,97,22
5452,54,104,16
5453,57,89,20
5454,55,85,17
5455,43,109,22
5456,50,107,19
5457,54,90,20
5458,56,111,18
5459,48,89,21
5460,50,71,22
5461,39,98,17
5462,45,111,18
5463,59,101,20
5464,44,103,19
5465,55,107,21
5466,47,106,18
5467,49,103,21
5468,49,89,25
5469,46,99,19
5470,43,88,20
5471,55,110,16
5472,45,101,18
5473,49,121,19
5474,49,99,22
5475,55,74,21
5476,47,131,21
5477,52,87,21
5478,50,117,20
5479,48,98,22
5480,53,95,20
5481,42,83,23
5482,49,114,21
5483,48,101,14
5484,51,99,20
5485,44,96,17
5486,52,118,16
5487,45,125,18
5488,49,99,19
5489,52,66,22
5490,51,81,19
5491,46,92,18
5492,37,118,21
5493,55,84,22
5494,52,105,25
5495,52,86,17
5496,53,106,22
5497,59,98,18
5498,51,119,19
5499,51,93,21
5500,50,127,19
5501,47,104,20
5502,49,106,17
5503,48,105,22
5504,47,75,21
5505,53,112,17
5506,50,102,24
5507,45,95,19
5508,49,80,21
5509,42,106,21
5510,46,76,22
5511,52,105,20
5512,54,97,22
5513,53,97,21
5514,52,107,18
5515,53,127,21
5516,59,93,20
5517,46,111,18
5518,52,85,16
5519,59,94,22
5520,42,88,19
5521,50,142,21
5522,50,72,17
5523,47,92,19
5524,42,77,19
5525,51,97,17
5526,50,105,20
5527,43,102,18
5528,44,77,21
5529,50,95,18
5530,54,101,21
5531,47,86,18
5532,52,101,17
5533,44,89,19
5534,48,92,18
5535,51,142,16
5536,50,82,20
5537,41,88,21
5538,50,74,16
5539,59,86,17
5540,46,112,21
5541,58,87,20
5542,52,91,18
5543,60,93,19
5544,50,101,18
5545,56,117,19
5546,56,96,16
5547,51,75,17
5548,58,103,22
5549,47,96,20
5550,43,94,18
5551,54,85,19
5552,58,88,19
5553,48,101,21
5554,57,113,18
5555,50,120,21
5556,53,112,22
5557,52,104,15
5558,53,93,20
5559,51,72,16
5560,49,105,22
5561,53,99,21
5562,41,111,21
5563,55,119,17
5564,59,87,18
5565,45,115,20
5566,51,116,21
5567,42,86,19
5568,44,103,23
5569,45,63,18
5570,46,103,20
5571,49,86,15
5572,53,86,17
5573,47,92,18
5574,53,95,19
5575,48,100,20
5576,46,95,22
5577,49,79,18
5578,47,91,18
5579,45,114,20
5580,45,86,21
5581,45,120,19
5582,43,88,17
5583,49,88,21
5584,56,118,21
5585,45,94,22
5586,49,69,17
5587,58,98,21
5588,48,101,22
5589,54,88,22
5590,53,85,17
5591,40,98,19
5592,46,79,20
5593,46,100,16
5594,52,73,19
5595,56,101,21
5596,54,74,17
5597,51,90,18
5598,41,92,16
5599,53,102,19
5600,44,120,19
5601,44,103,24
5602,46,123,18
5603,46,116,19
5604,56,92,18
5605,47,94,14
5606,60,104,21
5607,54,90,19
5608,47,84,18
5609,45,130,20
5610,51,81,22
5611,49,98,21
5612,64,97,21
5613,44,82,22
5614,55,131,21
5615,47,93,21
5616,62,114,21
5617,51,85,20
5618,50,131,19
5619,51,88,20
5620,56,106,19
5621,49,77,16
5622,55,106,21
5623,58,93,22
5624,51,74,21
5625,53,120,21
5626,47,102,22
5627,41,99,17
5628,50,82,20
5629,48,87,20
5630,54,119,22
5631,54,100,15
5632,46,91,17
5633,43,111,20
5634,52,67,22
5635,46,117,19
5636,50,86,21
5637,49,102,20
5638,45,108,22
5639,45,78,19
5640,54,90,16
5641,56,112,21
5642,43,87,18
5643,46,87,21
5644,48,109,17
5645,52,99,21
5646,59,75,16
5647,47,115,21
5648,51,105,20
5649,45,99,18
5650,56,124,18
5651,50,104,21
5652,53,89,18
5653,47,94,20
5654,60,97,21
5655,54,104,19
5656,51,90,16
5657,57,97,19
5658,54,79,20
5659,46,75,21
5660,48,114,15
5661,43,103,25
5662,51,104,19
5663,48,114,21
5664,53,95,24
5665,49,105,20
5666,50,110,20
5667,53,103,19
5668,49,105,23
5669,49,107,19
5670,40,117,20
5671,45,81,17
5672,50,120,19
5673,56,75,21
5674,46,80,22
5675,53,93,18
5676,52,81,20
5677,39,105,21
5678,50,81,18
5679,48,98,19
5680,49,130,19
5681,56,92,20
5682,40,86,20
5683,53,114,20
5684,42,105,16
5685,52,74,20
5686,54,101,20
5687,52,75,18
5688,49,93,19
5689,60,85,21
5690,49,111,20
5691,45,124,20
5692,59,111,18
5693,53,86,16
5694,41,83,19
5695,48,90,14
5696,45,101,19
5697,56,112,21
5698,47,115,17
5699,53,129,21
5700,49,87,19
5701,49,86,20
5702,52,114,18
5703,48,80,16
5704,48,67,20
5705,50,90,24
5706,44,93,19
5707,38,121,18
5708,44,92,24
5709,58,95,19
5710,56,110,20
5711,55,103,15
5712,48,118,22
5713,50,106,19
5714,43,108,19
5715,52,92,22
5716,41,96,22
5717,46,123,19
5718,49,98,18
5719,52,89,21
5720,49,106,16
5721,48,119,21
5722,49,110,16
5723,41,97,21
5724,43,98,22
5725,46,70,21
5726,46,106,20
5727,48,97,19
5728,52,83,19
5729,49,115,20
5730,45,102,23
5731,51,93,21
5732,53,86,20
5733,44,81,21
5734,50,69,19
5735,57,107,20
5736,44,96,18
5737,52,84,15
5738,46,128,22
5739,44,93,19
5740,50,97,19
5741,59,111,22
5742,48,79,17
5743,41,112,18
5744,45,116,16
5745,46,118,20
5746,48,94,21
5747,47,103,20
5748,47,105,17
5749,55,97,17
5750,55,100,19
5751,47,115,23
5752,51,121,17
5753,55,89,18
5754,51,84,19
5755,50,111,19
5756,56,96,18
5757,47,126,17
5758,47,100,16
5759,52,104,17
5760,45,108,22
5761,49,96,22
5762,57,94,16
5763,61,97,22
5764,50,111,21
5765,50,115,17
5766,40,68,21
5767,53,103,19
5768,44,102,20
5769,49,118,20
5770,52,118,20
5771,43,79,19
5772,58,117,21
5773,52,78,19
5774,57,80,18
5775,46,117,20
5776,46,117,21
5777,59,115,20
5778,50,87,21
5779,51,105,18
5780,58,102,16
5781,50,109,20
5782,51,78,20
5783,53,103,18
5784,43,99,19
5785,49,72,19
5786,46,103,14
5787,58,77,19
5788,48,94,21
5789,52,125,21
5790,49,121,17
5791,52,119,18
5792,51,112,20
5793,52,107,18
5794,47,88,22
5795,50,98,17
5796,45,103,18
5797,47,95,17
5798,54,104,18
5799,51,79,19
5800,49,97,20
5801,48,104,19
5802,44,117,21
5803,55,106,20
5804,49,78,21
5805,50,94,17
5806,57,82,18
5807,49,92,20
5808,54,95,20
5809,40,100,18
5810,53,127,20
5811,56,107,22
5812,48,89,17
5813,53,104,18
5814,50,79,19
5815,49,99,18
5816,51,103,24
5817,54,101,19
5818,53,98,19
5819,47,79,20
5820,49,111,22
5821,41,117,19
5822,52,116,20
5823,53,93,22
5824,48,83,21
5825,49,107,20
5826,49,102,18
5827,50,80,18
5828,50,83,18
5829,58,105,19
5830,61,111,21
5831,46,105,21
5832,54,95,20
5833,56,99,18
5834,48,97,19
5835,56,79,15
5836,53,78,18
5837,55,115,18
5838,60,113,18
5839,51,95,20
5840,53,103,18
5841,53,110,18
5842,52,107,20
5843,44,110,20
5844,56,110,20
5845,54,114,21
5846,51,81,21
5847,60,108,24
5848,48,98,18
5849,47,90,22
5850,52,98,23
5851,42,90,17
5852,49,83,20
5853,50,121,19
5854,57,83,22
5855,44,98,22
5856,50,86,19
5857,45,84,20
5858,55,90,18
5859,52,127,20
5860,41,102,24
5861,46,97,19
5862,56,127,18
5863,53,109,20
5864,49,89,17
5865,51,113,22
5866,51,102,19
5867,54,114,21
5868,53,91,19
5869,44,94,23
5870,54,106,18
5871,48,99,18
5872,56,94,17
5873,51,97,24
5874,48,111,18
5875,44,93,22
5876,49,108,20
5877,50,123,22
5878,51,78,19
5879,52,100,21
5880,50,89,19
5881,53,89,18
5882,55,103,18
5883,48,95,22
5884,52,112,23
5885,52,104,20
5886,46,105,21
5887,50,117,21
5888,49,107,20
5889,56,106,18
5890,49,75,18
5891,51,87,19
5892,52,107,19
5893,55,91,22
5894,57,98,17
5895,38,69,23
5896,48,76,16
5897,49,93,19
5898,44,107,18
5899,54,95,20
5900,52,110,21
5901,44,105,23
5902,45,113,20
5903,50,92,22
5904,44,81,18
5905,52,88,17
5906,43,102,23
5907,47,92,20
5908,57,64,17
5909,62,120,19
5910,53,83,17
5911,54,102,21
5912,58,98,19
5913,52,83,17
5914,45,124,20
5915,48,85,17
5916,47,79,19
5917,44,84,20
5918,41,109,17
5919,50,54,19
5920,48,104,19
5921,50,89,21
5922,43,109,21
5923,53,101,21
5924,51,104,17
5925,47,108,18
5926,49,107,17
5927,48,85,21
5928,51,106,24
5929,44,88,22
5930,52,99,17
5931,44,99,21
5932,54,76,18
5933,56,90,19
5934,48,112,20
5935,54,85,19
5936,50,96,21
5937,39,121,22
5938,51,103,19
5939,45,111,21
5940,44,79,18
5941,56,122,20
5942,49,112,18
5943,58,88,20
5944,47,102,23
5945,49,109,18
5946,49,103,20
5947,47,81,18
5948,47,102,17
5949,52,70,19
5950,44,107,21
5951,54,88,19
5952,40,148,15
5953,43,94,23
5954,45,108,22
5955,48,103,18
5956,51,125,19
5957,41,90,21
5958,49,76,20
5959,47,106,24
5960,56,108,17
5961,55,90,19
5962,51,74,19
5963,45,83,19
5964,45,90,20
5965,46,105,17
5966,55,112,20
5967,56,85,20
5968,50,120,22
5969,44,107,21
5970,52,114,19
5971,46,68,18
5972,49,98,19
5973,46,108,19
5974,49,119,22
5975,51,80,21
5976,49,133,21
5977,48,113,19
5978,49,101,23
5979,43,98,18
5980,46,80,22
5981,47,87,21
5982,50,77,22
5983,41,97,19
5984,44,105,17
5985,50,89,18
5986,47,116,18
5987,52,100,21
5988,47,97,18
5989,49,111,18
5990,50,87,19
5991,44,103,22
5992,47,120,19
5993,48,115,16
5994,44,105,21
5995,49,98,22
5996,48,105,16
5997,51,116,16
5998,47,103,19
5999,48,87,21
6000,48,90,21
6001,50,84,19
6002,48,85,20
6003,44,97,18
6004,50,99,17
6005,48,79,18
6006,50,105,18
6007,47,46,21
6008,51,104,21
6009,59,95,22
6010,49,98,24
6011,56,121,18
6012,49,88,17
6013,48,105,22
6014,41,116,21
6015,43,108,23
6016,58,108,21
6017,61,117,18
6018,48,85,20
6019,48,87,21
6020,43,77,21
6021,54,116,23
6022,50,65,18
6023,48,85,19
6024,43,106,20
6025,54,96,21
6026,50,100,24
6027,52,115,19
6028,50,88,20
6029,55,127,21
6030,49,69,16
6031,52,81,21
6032,51,98,21
6033,47,109,22
6034,47,111,20
6035,40,81,22
6036,56,120,20
6037,44,99,19
6038,44,84,17
6039,48,96,20
6040,47,111,21
6041,54,95,20
6042,50,115,17
6043,53,120,15
6044,46,106,20
6045,41,70,21
6046,54,79,19
6047,45,115,14
6048,55,90,20
6049,51,80,19
6050,43,95,20
6051,50,121,19
6052,47,100,20
6053,47,93,16
6054,44,96,20
6055,49,101,19
6056,54,75,22
6057,49,86,18
6058,45,93,20
6059,48,106,20
6060,47,83,20
6061,49,91,19
6062,43,110,21
6063,49,96,16
6064,45,98,16
6065,55,116,17
6066,49,108,18
6067,47,97,18
6068,42,91,23
6069,57,107,19
6070,51,101,20
6071,51,93,22
6072,46,102,17
6073,49,94,20
6074,45,79,18
6075,54,103,17
6076,51,117,19
6077,56,90,20
6078,53,89,15
6079,52,107,23
6080,41,85,19
6081,55,73,18
6082,45,115,22
6083,50,86,22
6084,61,72,17
6085,59,110,25
6086,66,100,16
6087,47,70,19
6088,51,105,19
6089,42,105,20
6090,43,125,19
6091,50,103,20
6092,51,94,23
6093,58,111,20
6094,54,111,21
6095,56,102,20
6096,49,105,21
6097,59,87,17
6098,46,113,22
6099,40,91,18
6100,59,94,16
6101,39,95,17
6102,54,118,16
6103,41,122,17
6104,59,80,20
6105,46,108,20
6106,43,109,19
6107,51,99,21
6108,47,121,17
6109,47,94,18
6110,47,103,22
6111,50,88,19
6112,52,120,19
6113,45,108,23
6114,43,112,22
6115,58,92,19
6116,43,99,18
6117,59,87,24
6118,47,95,19
6119,51,67,21
6120,48,120,16
6121,52,100,19
6122,50,127,21
6123,44,121,19
6124,51,119,20
6125,48,110,23
6126,52,82,23
6127,47,98,18
6128,50,102,22
6129,60,114,21
6130,48,129,21
6131,46,96,20
6132,50,72,19
6133,49,88,19
6134,45,94,15
6135,46,94,18
6136,57,124,18
6137,56,108,20
6138,50,108,19
6139,46,90,20
6140,55,96,20
6141,50,119,17
6142,49,94,19
6143,54,121,20
6144,53,94,21
6145,50,106,21
6146,53,94,21
6147,49,95,18
6148,47,111,17
6149,58,93,19
6150,40,94,21
6151,50,80,17
6152,47,75,19
6153,47,97,19
6154,50,119,18
6155,45,101,20
6156,53,82,21
6157,45,121,23
6158,56,122,18
6159,47,79,19
6160,55,104,16
6161,51,98,20
6162,36,91,23
6163,57,104,21
6164,57,91,18
6165,47,79,22
6166,56,123,16
6167,53,96,23
6168,54,78,18
6169,41,108,23
6170,42,76,21
6171,43,95,18
6172,54,101,18
6173,52,132,20
6174,58,84,15
6175,44,77,19
6176,44,104,19
6177,53,95,22
6178,44,130,20
6179,49,113,20
6180,49,111,22
6181,54,112,18
6182,45,107,19
6183,51,108,24
6184,54,113,17
6185,51,103,17
6186,57,109,17
6187,50,129,22
6188,48,86,16
6189,50,98,19
6190,45,86,18
6191,52,85,21
6192,58,91,21
6193,57,107,20
6194,44,121,23
6195,45,105,19
6196,48,93,18
6197,50,114,17
6198,51,102,21
6199,41,99,18
6200,48,103,18
6201,53,111,20
6202,54,91,18
6203,58,118,20
6204,52,100,17
6205,46,68,20
6206,50,119,22
6207,51,129,17
6208,52,94,23
6209,54,105,20
6210,53,83,19
6211,40,93,16
6212,55,112,20
6213,56,79,21
6214,55,135,16
6215,44,102,17
6216,47,111,19
6217,50,82,18
6218,44,88,19
6219,42,92,19
6220,57,85,18
6221,46,104,19
6222,52,95,17
6223,53,93,16
6224,49,124,22
6225,49,97,13
6226,38,116,21
6227,51,102,21
6228,56,80,19
6229,49,58,16
6230,51,82,17
6231,45,98,19
6232,55,93,23
6233,53,111,17
6234,45,81,23
6235,50,110,19
6236,47,128,20
6237,55,105,21
6238,45,115,19
6239,49,82,18
6240,53,120,20
6241,53,89,21
6242,46,88,20
6243,57,92,19
6244,56,87,21
6245,58,122,17
6246,43,104,21
6247,48,89,18
6248,48,98,21
6249,44,98,20
6250,41,93,22
6251,48,127,21
6252,45,103,24
6253,44,99,16
6254,50,77,18
6255,45,133,22
6256,42,71,21
6257,49,103,20
6258,47,93,21
6259,55,111,23
6260,45,124,20
6261,47,90,17
6262,54,98,20
6263,43,83,21
6264,55,136,19
6265,52,90,18
6266,49,101,19
6267,55,111,24
6268,54,87,21
6269,50,109,22
6270,52,105,18
6271,49,85,19
6272,44,91,18
6273,44,103,23
6274,53,119,21
6275,55,95,20
6276,54,76,18
6277,44,105,22
6278,49,75,21
6279,47,119,23
6280,51,104,18
6281,44,88,19
6282,54,111,20
6283,56,130,17
6284,52,120,17
6285,44,104,22
6286,53,119,20
6287,47,93,22
6288,56,96,16
6289,49,92,16
6290,41,88,21
6291,52,90,21
6292,52,84,21
6293,51,106,19
6294,44,99,18
6295,36,74,19
6296,45,109,20
6297,46,101,14
6298,52,117,20
6299,46,79,23
6300,40,126,18
6301,47,77,22
6302,52,110,20
6303,50,118,20
6304,56,96,20
6305,53,87,20
6306,54,93,19
6307,49,116,20
6308,50,91,21
6309,56,100,19
6310,52,112,23
6311,55,85,17
6312,52,89,17
6313,41,103,18
6314,49,105,20
6315,43,98,19
6316,53,74,21
6317,42,100,18
6318,45,109,19
6319,51,59,21
6320,53,70,20
6321,46,80,17
6322,46,128,14
6323,46,56,20
6324,48,84,24
6325,52,119,20
6326,49,105,17
